other_constraints_tomato_production,other_constraints_for_tomato_prod,level_of_severity_tomato_production,PARENT_KEY,KEY
Leaf_eaters,,High,uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2],uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2],uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2],uuid:8a3c8c0c-20b9-423d-b1a8-306f27585379/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2],uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Red_spider_mite,,Medium,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2],uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2],uuid:9c31f4bc-b98f-4f27-a093-8f15d3ad43de/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Low,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2],uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Red_spider_mite,,Medium,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2],uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2],uuid:02a7e501-004b-4b64-b09a-1f0a375e3c69/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2],uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2],uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2],uuid:16590861-dcf6-4d7b-b003-792e2d3edb4b/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2],uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Cut_worm,,Low,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2],uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Soil_fertility_exhaustion,,Medium,uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2],uuid:0068762b-02b2-4b86-9cca-c48f3392d6c9/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,Medium,uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2],uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2],uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2],uuid:b84134f7-b8d1-4510-b6c5-bc03d563dd64/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2],uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2],uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2],uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2],uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2],uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2],uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2],uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2],uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2],uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,Medium,uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2],uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2],uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2],uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Thrips_Western_flower_thrips,,None,uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2],uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Leaf_eaters,,Medium,uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2],uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2],uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Red_spider_mite,,Medium,uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2],uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,Medium,uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2],uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2],uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2],uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2],uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2],uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Cut_worm,,Medium,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3],uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Thrips_Western_flower_thrips,,Medium,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3],uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
White_flies,,Medium,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3],uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
None,,,uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1],uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1],uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1],uuid:4ea6945c-5460-4803-a0d5-d0dc6279223f/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2],uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Cut_worm,,Medium,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2],uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
Thrips_Western_flower_thrips,,Medium,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2],uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2],uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2],uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2],uuid:455c8386-fb71-4c73-bf12-b45f99661f78/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2],uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2],uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2],uuid:67ef9b63-3e0e-440e-8ce8-2475ca31a7d6/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Low,uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2],uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2],uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2],uuid:4774c80c-c241-41fd-8bd7-6b8305260892/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2],uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2],uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2],uuid:b9025b2b-caa2-45a1-8ea7-21586ae13822/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2],uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2],uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2],uuid:d605fb7f-d17e-4f19-aeea-6510cfa7a2b4/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3],uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3],uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3],uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
None,,,uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2],uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2],uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2],uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Ballworm,,Medium,uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3],uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Leaf_eaters,,Medium,uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3],uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
Drought,,Medium,uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3],uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2],uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2],uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2],uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,High,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2],uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2],uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2],uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2],uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2],uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2],uuid:dfcf2dfa-9c94-4f8f-9761-411de8640ffc/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Soil_fertility_exhaustion,,High,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2],uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,High,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2],uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2],uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Leaf_eaters,,Low,uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2],uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2],uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2],uuid:f54cb2eb-ec09-4515-babd-1def87a4fa23/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Shortage_of_rain,,Medium,uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2],uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2],uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2],uuid:08d6ed29-8496-4177-a17f-df29fde9b399/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2],uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2],uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2],uuid:25d63d8e-2db7-44f1-af9a-bd83564760c2/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Plant_diseases,,Low,uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3],uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
Drought,,Medium,uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3],uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3],uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
Drought,,High,uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2],uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2],uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2],uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2],uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
other,It need high man power,Medium,uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2],uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2],uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Drought,,High,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2],uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
Shortage_of_rain,,Low,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2],uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2],uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
Aphids,,Low,uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1],uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1],uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1],uuid:7fe20cac-bd34-4689-bfd2-115dcf5dea16/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Red_spider_mite,,High,uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1],uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
None,,,uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1],uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
None,,,uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1],uuid:a4eda4f9-ffcf-4815-8191-5d8dd00cc84d/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
Leaf_eaters,,Medium,uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1],uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1]/constraints_for_tomato_production[1]
Ballworm,,Medium,uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1],uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1]/constraints_for_tomato_production[2]
Cut_worm,,Medium,uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1],uuid:0f189ae0-8619-4d6a-ac4a-726f7e89d826/sclamp/Season_Information[1]/constraints_for_tomato_production[3]
None,,,uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2],uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2],uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2],uuid:63fa9f5b-c41f-4a15-a20f-e4c99e8da922/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2]/constraints_for_tomato_production[2]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[2]/constraints_for_tomato_production[3]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3]/constraints_for_tomato_production[1]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3]/constraints_for_tomato_production[2]
None,,,uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3],uuid:fb387cf3-aed4-4981-a3fc-c5271579e2d0/sclamp/Season_Information[3]/constraints_for_tomato_production[3]
None,,,uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2],uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/Season_Information[2]/constraints_for_tomato_production[1]
