Support_received_Fall_Armyworm_ml,Institutions_provided_support_Fall_Armyworm_ml,other_institutions_provided_support_for_Fall_Armyworm_ml,PARENT_KEY,KEY
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:757448df-5130-4ce3-a016-58533711d6f7,uuid:757448df-5130-4ce3-a016-58533711d6f7/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604,uuid:bf19b421-289e-47bf-8631-41f5b9b8d604/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc,uuid:a0da42a9-95dc-4edf-895d-4ee402137efc/sclamp/FAW_Support[2]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:7029a782-c72b-4026-822e-160cf802e05c,uuid:7029a782-c72b-4026-822e-160cf802e05c/sclamp/FAW_Support[1]
Improved_seed,Send_A_Cow,,uuid:c7537579-8189-4342-a24b-79ccaaef2585,uuid:c7537579-8189-4342-a24b-79ccaaef2585/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:07493926-1be7-42b2-8311-ade7a64c4c59,uuid:07493926-1be7-42b2-8311-ade7a64c4c59/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a,uuid:1d3e5fe7-18f2-4bb1-a49f-5f595c70461a/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61,uuid:b903506a-6b27-4ed7-a5c4-8f34046bef61/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b,uuid:13e05321-3ad1-477a-898a-f2ae74f4d31b/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478,uuid:55c1fb07-2bde-48ab-b3a7-8869c3324478/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Fellow_farmers,,uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1,uuid:2a3def89-a320-4d41-8b40-74bd63cab3e1/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693,uuid:b45c8070-bf4e-477f-b7d3-fb3857e96693/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64,uuid:f62af55d-b570-4e1d-8df8-6b350a8dba64/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:228971f6-97ee-406b-9ace-f84a795e49f0,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:228971f6-97ee-406b-9ace-f84a795e49f0,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/FAW_Support[2]
Improved_seed,Send_A_Cow,,uuid:228971f6-97ee-406b-9ace-f84a795e49f0,uuid:228971f6-97ee-406b-9ace-f84a795e49f0/sclamp/FAW_Support[3]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:083e78e8-d166-4a73-a805-7bbae10a725d,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/FAW_Support[1]
Improved_seed,Send_A_Cow,,uuid:083e78e8-d166-4a73-a805-7bbae10a725d,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:083e78e8-d166-4a73-a805-7bbae10a725d,uuid:083e78e8-d166-4a73-a805-7bbae10a725d/sclamp/FAW_Support[3]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198,uuid:81d5d5bb-48a6-45fd-989f-4ccafcec1198/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a,uuid:eb82f24e-d4cd-4f3c-be41-7edf0a9a8a5a/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8,uuid:1ad9a45a-af6b-4166-af88-595f4f4d99a8/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab,uuid:aa9b389b-2f82-40f9-9d31-ad21265fe6ab/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef,uuid:e3726e42-495f-4a0a-9562-094c7e7a62ef/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Send_A_Cow,,uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179,uuid:fa7ad795-633f-458f-a7d5-6e3016bbd179/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e/sclamp/FAW_Support[1]
None,None,,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e/sclamp/FAW_Support[2]
None,None,,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e,uuid:b13551ec-30b6-476b-bc6f-f6b8c417825e/sclamp/FAW_Support[3]
None,None,,uuid:d400aac4-934d-4a92-9463-21e0c8816878,uuid:d400aac4-934d-4a92-9463-21e0c8816878/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/FAW_Support[1]
PPT_Desmodium_Bracheria_Seed,Send_A_Cow,,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b,uuid:49d6e826-eb6c-4944-b722-2c8c11ddd68b/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab,uuid:ca5c8be2-aad1-452c-a6cc-385bc41a49ab/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28,uuid:b30122aa-7bb6-4cd4-b4d3-fbe1463e2b28/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274,uuid:ea6e450a-49ef-443b-9aa3-abff3a992274/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf,uuid:b0b72f5e-c3c0-4fdf-a9a3-900724b85bdf/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0,uuid:a9c68765-2a84-4eed-baae-e0ddf3c817c0/sclamp/FAW_Support[1]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:90c7089e-a70c-404d-aab6-868436eee3cf,uuid:90c7089e-a70c-404d-aab6-868436eee3cf/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:90c7089e-a70c-404d-aab6-868436eee3cf,uuid:90c7089e-a70c-404d-aab6-868436eee3cf/sclamp/FAW_Support[2]
Training_on_Pest_and_disease_mngt,Send_A_Cow,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/FAW_Support[1]
Mechanically_Remove_The_Insect,Govt_extension_agent,,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb,uuid:2839b9c2-d235-4d04-945f-3dee312eefcb/sclamp/FAW_Support[2]
