three_other_constraints_for_tomato_production_Feb_March_2020,other_constraints_for_tomato_production_Feb_March_2020,level_of_severity_tomato_production_Feb_March_2020,PARENT_KEY,KEY
other,Tomato wilt,High,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt,High,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt,High,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt,High,uuid:c838e643-a3e0-4ef7-8487-33c1497a790f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c838e643-a3e0-4ef7-8487-33c1497a790f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt,High,uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt ,High,uuid:192fe43f-7a13-4cc6-9f2e-a2a6971380b6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:192fe43f-7a13-4cc6-9f2e-a2a6971380b6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Cut_worm,,High,uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8ad67238-b7d7-435b-a949-40cbc5402d79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ea229d4f-9ac3-4cf5-8b27-bcb72333a97c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[6],uuid:01385028-0559-4e7c-8fe3-75a26ca60907/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[6]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:12608c54-abdb-442e-9874-f8a480f3554c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:871c04d8-aeb3-4e6a-b3e0-cfde6dae3a8a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/constraints_for_tomato_production_Feb_March_2020[1]
other,Bright,High,uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5],uuid:5acdb267-68c9-4b85-97f5-bb1579bd87a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[5]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:1bf4e1f4-1c3b-47a4-9889-57aa54207e0e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:8f227f55-8816-4493-a646-57e0daf307e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
other,Bright,High,uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:3e002f74-407c-4805-be85-dddc1b48217a/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:73223edc-2e98-4a5a-92a1-538259a03cb2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Bright ,High,uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9ea35354-172a-4dff-b467-c2c1821ba56c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:0ad8722b-76ec-4b04-bb8d-72f96b744be2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:025731bf-12fb-4d84-ba4d-e2f7374f761d/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:2db21b0b-5956-4426-afad-185484d5200b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:63282e91-cfb6-4913-9eaf-a904013b92da/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b75c2d33-8117-485c-8821-26b9c9dc3ec5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a107c48b-c32c-4ce4-8aec-59cf10b753ad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,None,Medium,uuid:464c42d2-ffd1-4e3e-89de-807673575262/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:464c42d2-ffd1-4e3e-89de-807673575262/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:465409d0-9be8-46a9-9f70-854b46254cec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:465409d0-9be8-46a9-9f70-854b46254cec/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:1b699bb9-f89c-41ee-92fb-d24235bee633/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
other,Mist,High,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Red_spider_mite,,Medium,uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c965210e-f0cf-476b-9b1e-a2398f44c2d6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[3]
Other_leaf_miners_Lirimyza_spec,,High,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,Medium,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[2]
other,Mist,Medium,uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:501eb22c-da4d-4cdc-b1a1-d4b1ba8e6360/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[3]
Cut_worm,,Medium,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,High,uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:04b1de55-4612-4637-abe2-2f9a59ffd903/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:e3cdd302-612e-43f1-b314-d16ae0203559/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e3cdd302-612e-43f1-b314-d16ae0203559/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:41eb5bc0-3d94-4b77-a13e-c419df021e79/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Tomato wilt,High,uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:54729e38-076c-452b-9e7d-12d509dcf84b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Low,uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e6805d24-ed14-4724-a2ea-b94dddaaf315/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b76607e5-167a-4bc2-b162-c92fbd835b73/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Cut_worm,,Medium,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,None,Low,uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:bbbe67e4-6887-4321-9672-ce6e8db09f81/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
other,Drying of the plants,Medium,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
other,None,Low,uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:50f468c9-961c-46bb-9cee-45b0be89d3f6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Too_much_rain,,Medium,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6a744ca6-83d9-4df7-91f9-77f28ec4a1b0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
Soil_fertility_exhaustion_,,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[2]
other,Birds,High,uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:e8527c6e-c7cc-4e97-97b1-27b55e7f7a16/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[3]
Soil_fertility_exhaustion_,,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Shortage_of_rain,,Medium,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[3]
Soil_fertility_exhaustion_,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[2]
other,Wind,Medium,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/constraints_for_tomato_production_Feb_March_2020[3]
Plant_diseases_,,Low,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Fog and mist,High,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Cut_worm,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Cut_worm,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,Medium,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Soil_fertility_exhaustion_,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[1]
Red_spider_mite,,Medium,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/constraints_for_tomato_production_Feb_March_2020[3]
Cut_worm,,High,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
Plant_diseases_,,High,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Drought,,High,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
Plant_diseases_,,High,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
other,Fog and mist,High,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[2]
other,Fog and mist,High,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/constraints_for_tomato_production_Feb_March_2020[1]
