plot_id_Feb_March_2020,plot_location_name_Feb_March_2020,main_crop_on_this_plot_Feb_March_2020,plot_area_acres_Feb_March_2020,plot_tenure_Feb_March_2020,plot_tenure_other_Feb_March_2020,who_in_the_household_makes_decision_Feb_March_2020,how_fertile_is_the_soil_of_this_Feb_March_2020,what_is_surrounding_this_plot_Feb_March_2020,what_is_surrounding_this_plot_other_Feb_March_2020,is_intercropping_on_this_plot_Feb_March_2020,is_push_pull_technology_on_this_plot_Feb_March_2020,is_plot_irrigated_Feb_March_2020,has_this_plot_received_fertilizer_Feb_March_2020,has_this_plot_received_insecticide_Feb_March_2020,has_this_plot_received_herbicide_Feb_March_2020,total_production_harvested_dry_Feb_March_2020,did_crop_suffer_from_FAW_Feb_March_2020,percentage_of_production_lost_due_to_FAW_Feb_March_2020,did_crop_suffer_from_Stem-borer_Feb_March_2020,percentage_of_production_lost_due_to_Stem-borer_Feb_March_2020,did_crop_suffer_from_Striga_Feb_March_2020,percentage_of_production_lost_due_to_Striga_Feb_March_2020,did_crop_suffer_from_tuta_Absoluta_Feb_March_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Feb_March_2020,PARENT_KEY,KEY
3,Kisenyi,Tomato,0.5,Owned,,Spouse,Good,Farmeland,,No,,Yes,No,Yes,No,340.0,,,,,,,Yes,2.9,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609,uuid:a2ae917f-d30a-49e3-9585-6412e77d8609/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Walimba,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,0.8,Yes,0.2,No,,,,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657,uuid:9ce59e4a-a05e-4a9d-aeb4-6e38d8c6f657/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Nakisa,Maize,0.5,Owned,,Head_,Good,Forest,,Yes,No,No,No,Yes,No,500.0,Yes,3.0,Yes,1.5,No,,,,uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b,uuid:1cd0ea53-f376-4a0f-b828-a8a0e19c217b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kutale,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,No,Yes,Yes,No,100.0,,,,,,,Yes,2.12,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kumutala,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,500.0,No,,Yes,3.41,Yes,3.89,,,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Mutala,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,Yes,600.0,No,,Yes,1.56,Yes,3.85,,,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753,uuid:e3ac3722-0ecf-402c-a02f-774b1837d753/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Maize,Maize,2.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,1350.0,Yes,0.2,Yes,0.01,Yes,5.0,,,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5,uuid:3e23f659-08b9-487b-8ccd-12c90ba9dfe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Maize,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,2400.0,Yes,0.1,No,,Yes,0.5,,,uuid:64901c90-40ca-4005-afec-9d419590afe7,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,1.0,Owned,,Head_,Good,Farmeland,,No,,Yes,Yes,Yes,No,6180.0,,,,,,,Yes,0.05,uuid:64901c90-40ca-4005-afec-9d419590afe7,uuid:64901c90-40ca-4005-afec-9d419590afe7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize A,Maize,2.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,800.0,Yes,0.6,Yes,0.02,Yes,1.0,,,uuid:28393575-bf0e-485c-adf4-bf64623190eb,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kasoli,Maize,2.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,0.2,Yes,0.01,Yes,3.0,,,uuid:28393575-bf0e-485c-adf4-bf64623190eb,uuid:28393575-bf0e-485c-adf4-bf64623190eb/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Isita,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,Yes,No,No,800.0,Yes,1.0,Yes,0.1,Yes,3.0,,,uuid:142c0d75-4831-4a26-9d37-21ac828565c4,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Izimba,Maize,1.0,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,1200.0,Yes,0.1,No,,No,,,,uuid:142c0d75-4831-4a26-9d37-21ac828565c4,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Tomatoes,Tomato,0.5,Owned,,Head_,Good,Farmeland,,No,,No,Yes,Yes,No,160.0,,,,,,,Yes,0.7,uuid:142c0d75-4831-4a26-9d37-21ac828565c4,uuid:142c0d75-4831-4a26-9d37-21ac828565c4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Good,Settlement,,Yes,No,No,No,Yes,No,480.0,Yes,0.1,Yes,0.5,Yes,5.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Medium,Settlement,,Yes,No,No,No,Yes,No,200.0,Yes,0.05,No,,Yes,7.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Maize C,Maize,1.0,Owned,,Head_,Low,Settlement,,Yes,No,No,Yes,Yes,No,350.0,No,,No,,Yes,10.0,,,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Tomatoes,Tomato,0.5,Owned,,Head_,Good,Farmeland,,No,,No,No,Yes,No,240.0,,,,,,,Yes,1.0,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342,uuid:41726afc-6d56-4cff-a79a-fc1586ae2342/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Home,Maize,0.25,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,No,No,100.0,Yes,20.0,Yes,5.0,Yes,20.0,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Itale,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,30.0,Yes,1.0,Yes,20.0,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Itale,Maize,0.25,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,25.0,Yes,5.0,Yes,15.0,,,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2,uuid:2106354c-c65e-4d7a-a6e7-086e8066fde2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Wampewo lower,Maize,1.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,2.0,Yes,0.95,No,,,,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646,uuid:02f03a73-8df1-4a49-9c9a-e53e4b70d646/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Big tree,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,20.0,Yes,15.0,No,,,,uuid:194a77a8-f583-452e-9315-d6e1787129af,uuid:194a77a8-f583-452e-9315-d6e1787129af/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Lukyanga,Maize,2.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,Yes,Yes,No,800.0,Yes,1.3,Yes,0.2,Yes,7.0,,,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Mutaala,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,Yes,Yes,No,400.0,Yes,10.0,Yes,2.0,Yes,10.0,,,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kibali,Tomato,0.5,Owned,,Spouse,Medium,Farmeland,,Yes,,Yes,Yes,Yes,No,105.0,,,,,,,Yes,20.0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0,uuid:a0057bf5-96e7-449a-8f49-a7c5d882f4e0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Mutala Own,Maize,2.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,Yes,No,600.0,Yes,0.0,Yes,0.0,Yes,50.0,,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Lovisa,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,300.0,Yes,0.0,Yes,0.0,Yes,40.0,,,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Miiti,Tomato,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,No,,No,No,Yes,No,300.0,,,,,,,Yes,50.0,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Kibali,Tomato,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,No,,No,No,Yes,No,348.0,,,,,,,Yes,0.0,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7,uuid:5ca9fb80-aad8-4737-9cc7-e34c5fe336a7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Kisenyi,Maize,2.0,Rented_shared_in,,Head_,Good,Farmeland,,No,No,No,No,No,No,1400.0,No,,No,,Yes,2.7,,,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Waaka,Tomato,0.01,Owned,,Spouse,Medium,Settlement,,No,,No,No,Yes,No,23.0,,,,,,,No,,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058,uuid:fa9b04d1-1cce-4fd3-8abf-8f739e268058/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Home 1,Maize,1.0,Owned,,Spouse,Good,Farmeland,,Yes,No,No,No,Yes,No,1000.0,Yes,0.8,Yes,2.0,Yes,5.2,,,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home 2,Maize,1.0,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,Yes,No,800.0,Yes,2.3,Yes,3.6,Yes,6.9,,,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Home 3,Tomato,0.5,Owned,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,900.0,,,,,,,Yes,2.3,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33,uuid:f376dee1-79eb-4178-af15-fb8a0a7ebd33/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Home,Maize,0.25,Owned,,Head_,Good,Settlement,,Yes,No,No,No,Yes,No,50.0,No,,Yes,8.0,Yes,5.6,,,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Jaajja,Maize,1.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,50.0,No,,Yes,6.5,Yes,8.2,,,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Kalituba,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,1.0,Yes,7.5,Yes,50.0,,,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kalitumba,Tomato,0.25,Owned,,Head_,Low,Farmeland,,No,,No,No,Yes,No,260.0,,,,,,,No,,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Nambula,Maize,0.5,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,250.0,Yes,2.0,Yes,6.0,No,,,,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kisenyi ,Maize,0.5,Owned,,Head_,Good,Farmeland,,Yes,No,No,Yes,Yes,No,280.0,Yes,12.5,Yes,5.0,Yes,12.5,,,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kisenyi,Tomato,0.25,Owned,,Head_,Good,Farmeland,,No,,Yes,No,Yes,No,240.0,,,,,,,Yes,40.0,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kigoola,Maize,1.0,Owned,,Head_,Low,Farmeland,,No,No,No,No,No,No,190.0,Yes,17.0,Yes,5.8,Yes,17.0,,,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Lukyanga,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,170.0,Yes,18.5,Yes,7.0,Yes,18.5,,,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b,uuid:2f9a95c9-ab41-4177-ac88-693057a73a4b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Kasoli 1,Maize,0.3,Owned,,Head_,Good,Settlement,,Yes,No,No,No,Yes,No,520.0,Yes,0.1,Yes,0.01,Yes,3.0,,,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Kasoli 2,Maize,0.3,Owned,,Head_,Medium,Settlement,,Yes,No,No,No,Yes,No,325.0,Yes,0.08,No,,Yes,1.0,,,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kasoli 3,Maize,0.3,Owned,,Spouse,Medium,Farmeland,,Yes,No,No,No,Yes,No,280.0,Yes,2.0,No,,No,,,,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Tomatoes,Tomato,0.25,Owned,,Spouse,Medium,Farmeland,,No,,Yes,No,Yes,No,240.0,,,,,,,Yes,1.0,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4,uuid:cb5db43d-0b1c-4a1a-a495-5b13836c53f4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Maize,Maize,2.0,Rented_shared_in,,Head_,Low,Bush,,Yes,No,No,Yes,No,No,500.0,Yes,20.0,Yes,1.0,Yes,10.0,,,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,0.5,Owned,,Head_,Low,Settlement,,No,,Yes,Yes,Yes,No,40.0,,,,,,,No,,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize 1,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,Yes,Yes,No,400.0,Yes,0.6,No,,Yes,1.0,,,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Maize 2,Maize,2.0,Rented_shared_in,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,1000.0,Yes,3.0,Yes,0.1,Yes,5.0,,,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Tomatoes,Tomato,0.5,Owned,,Head_,Low,Farmeland,,No,,Yes,Yes,Yes,No,300.0,,,,,,,Yes,4.0,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Maize,Maize,2.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,Yes,Yes,No,900.0,Yes,0.7,Yes,0.03,Yes,5.0,,,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,0.5,Rented_shared_in,,Head_,Medium,Farmeland,,No,,Yes,Yes,Yes,No,360.0,,,,,,,Yes,0.2,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Maize,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,350.0,Yes,10.0,Yes,1.0,Yes,15.0,,,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Tomatoes,Tomato,0.25,Rented_shared_in,,Head_,Medium,Bush,,No,,No,No,Yes,No,180.0,,,,,,,Yes,0.3,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Nsamba,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,500.0,Yes,1.0,No,,Yes,5.0,,,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Noah,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,400.0,Yes,1.7,Yes,0.1,Yes,1.0,,,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kasulunganyi,Maize,1.0,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,700.0,Yes,0.3,No,,Yes,0.5,,,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Buyunga,Tomato,0.0625,other,Inherited ,Spouse,Medium,Farmeland,,No,,Yes,No,No,No,20.0,,,,,,,No,,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Maize,0.25,other,Inherited ,Head_and_spouse_jointly,Medium,other,Neighbour's crops,Yes,No,No,No,Yes,No,250.0,Yes,15.0,Yes,6.0,Yes,40.0,,,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Kupangisha,Maize,0.25,Rented_shared_in,,Head_and_spouse_jointly,Low,other,Neighbour's crops,Yes,No,No,No,Yes,No,350.0,Yes,15.0,Yes,6.0,Yes,35.0,,,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
4,Manga,Maize,0.25,other,Inherited ,Head_,Low,other,Neighbour's crops,Yes,No,No,No,Yes,No,300.0,Yes,15.0,Yes,5.0,Yes,55.0,,,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]
1,Home,Tomato,0.0625,Owned,,Spouse,Medium,Farmeland,,No,,No,No,No,No,20.0,,,,,,,No,,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,No,No,350.0,Yes,25.0,Yes,10.0,Yes,30.0,,,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Manga,Maize,7.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,other,Neighbour's crops,Yes,No,No,No,No,No,3000.0,Yes,25.0,Yes,6.0,Yes,35.0,,,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Kiwanyi,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,No,No,650.0,Yes,18.0,Yes,5.0,Yes,30.0,,,uuid:0f79ab75-ab9d-4266-90e0-0c9746411ce8,uuid:0f79ab75-ab9d-4266-90e0-0c9746411ce8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
1,Zabanyanya,Maize,0.5,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,No,No,170.0,Yes,25.0,Yes,4.0,No,,,,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Mukisenyi,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,other,Trees,Yes,No,No,No,No,No,150.0,Yes,16.67,Yes,4.0,No,,,,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6,uuid:63546d75-e509-4a04-9b86-d7117ee1d0c6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
1,Tooma,Maize,0.375,Owned,,Head_spouse_and_other_household,Good,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,3.0,Yes,1.0,No,,,,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Home,Maize,0.125,Owned,,Spouse,Good,Settlement,,Yes,No,No,No,No,No,100.0,No,,No,,No,,,,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
3,Home,Tomato,0.25,Owned,,Head_spouse_and_other_household,Good,Settlement,,No,,No,No,Yes,No,200.0,,,,,,,No,,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13,uuid:33785fb0-7605-4b9d-9f5c-15c9c2d38c13/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]
1,Ewa Waibaka,Maize,1.0,Owned,,Spouse,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,30.0,Yes,2.0,Yes,2.0,,,uuid:330eb74e-81da-427d-b573-a349929db347,uuid:330eb74e-81da-427d-b573-a349929db347/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]
2,Ewa waibaka,Maize,1.0,Rented_shared_in,,Spouse,Low,Farmeland,,No,No,No,No,Yes,No,150.0,Yes,40.0,Yes,5.0,Yes,3.0,,,uuid:330eb74e-81da-427d-b573-a349929db347,uuid:330eb74e-81da-427d-b573-a349929db347/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]
