three_other_constraints_for_tomato_production_Aug_Sept_2020,other_constraints_for_tomato_production_Aug_Sept_2020,level_of_severity_tomato_production_Aug_Sept_2020,PARENT_KEY,KEY
Shortage_of_rain,,High,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Leaf_eaters_,,Low,uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8bd1b7ec-6a0b-44b4-a4f4-65dc14a4082c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[3]
Soil_fertility_exhaustion_,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Other_leaf_miners_Lirimyza_spec,,Medium,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Leaf_eaters_,,High,uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:18c05651-86d7-42ba-a4e2-4be7f7044da0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[3]
Cut_worm,,High,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a0c7510f-9ef5-44a3-a1ea-c9273abeb5dd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,Low,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:c22c613d-f39c-4f02-a6da-bdca53917c53/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Cut_worm,,Low,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Aphids,,Low,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
White_flies,,Medium,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Drought,,High,uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a51e93fb-f944-46a6-aeb6-05650558eaae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Drought,,High,uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:472975f4-4795-4eea-a6b4-4e9781e3be1d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Shortage_of_rain,,Medium,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[1]
Soil_fertility_exhaustion_,,High,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,Medium,uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:896e6cc5-a3bd-4e86-8834-b65a68bd8240/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[3]
Plant_diseases_,,High,uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:a51b1120-ec78-4e07-9f86-71a8420c5feb/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,Medium,uuid:b3156722-3178-4331-b4c4-022c2dc807d6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b3156722-3178-4331-b4c4-022c2dc807d6/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:de15c0ff-8439-45bc-ad13-7940e2cd46ff/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,Low,uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:d4a71b1e-635b-40bf-8cc5-b3a2c66d6fbc/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:9a89cabe-041f-41dd-ba73-778efdb76397/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:80937023-cef9-4f21-957d-0a27e1953cf9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:80937023-cef9-4f21-957d-0a27e1953cf9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3],uuid:ac4a955d-e12e-4f2c-b772-4f7fe8a94b19/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]/constraints_for_tomato_production_Aug_Sept_2020[2]
Too_much_rain,,High,uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:36d3e4c8-db41-4b43-8608-05bc37cd4605/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:bf3bb5a3-5ba9-4285-ab55-e9eeed9bfdb5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:bf3bb5a3-5ba9-4285-ab55-e9eeed9bfdb5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Cut_worm,,Low,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,Low,uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:abbc04a2-1f49-4dd9-9259-eb39f8ea954c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,Low,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,Medium,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Aphids,,Low,uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:79dbad5f-9e43-4506-9f2c-d084b304937d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[3]
Aphids,,Low,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,Low,uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:b80757f7-862e-4805-980e-40db4114e85c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,Medium,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Aphids,,Medium,uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:809ac499-5b8b-4bf9-a3d9-facae0ac5769/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Soil_fertility_exhaustion_,,High,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Cut_worm,,Medium,uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:efebad0e-8919-4ffb-8276-08db82f6c131/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,Medium,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Aphids,,Low,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Cut_worm,,Low,uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:da1faa37-41f1-4efd-9bca-9b07df97e354/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[3]
Cut_worm,,Low,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
other,Rotting of fruits in the field,Medium,uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:aa085989-6e13-4c0c-8ae4-c96a9f9de7e3/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Drought,,Medium,uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:fb497324-4399-4045-93b0-902c2733c5ea/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fd7cc810-0406-4d32-b01f-ed7ed530cf88/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
other,Fog and mist,High,uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:dbaddb91-4a28-4b66-8994-0e37783ac8e0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:4a52825a-8f2f-4de7-ae5a-eb8229387b67/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:4a52825a-8f2f-4de7-ae5a-eb8229387b67/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:f3910e58-f8dc-44cf-8b28-aa5c58de4245/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:f3910e58-f8dc-44cf-8b28-aa5c58de4245/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:8cf2839e-5d9d-42e7-b25b-c4a456563524/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Too_much_rain,,High,uuid:0c8926a6-fca4-4c6d-bd04-dc59e246ced9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:0c8926a6-fca4-4c6d-bd04-dc59e246ced9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,Medium,uuid:97b5f5e6-a1e3-4ee4-a838-025627007ea2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:97b5f5e6-a1e3-4ee4-a838-025627007ea2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Too_much_rain,,High,uuid:cc0bbf64-c76f-4e03-aa71-ec697b87f517/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:cc0bbf64-c76f-4e03-aa71-ec697b87f517/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:598606b0-c282-4773-9278-d54f0bbb740f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:598606b0-c282-4773-9278-d54f0bbb740f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Soil_fertility_exhaustion_,,High,uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:e217243e-5052-4eb3-b07d-689f233da586/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Soil_fertility_exhaustion_,,High,uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Plant_diseases_,,High,uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:d63f054e-8b3a-4fcd-9ab5-4a4552f4be52/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Drought,,High,uuid:5ba0aafd-498f-48fd-99e2-57a06701247e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:5ba0aafd-498f-48fd-99e2-57a06701247e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:5ba0aafd-498f-48fd-99e2-57a06701247e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:5ba0aafd-498f-48fd-99e2-57a06701247e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:ccc160bb-90fe-4468-93e7-9eb4d44bda2e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:aa0d9581-4676-4d29-a17c-530995702a2c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]/constraints_for_tomato_production_Aug_Sept_2020[1]
Shortage_of_rain,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[4]/constraints_for_tomato_production_Aug_Sept_2020[3]
Plant_diseases_,,High,uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[6],uuid:6882eee5-40c9-4540-860e-bdb484b2ba9d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[6]/constraints_for_tomato_production_Aug_Sept_2020[1]
White_flies,,Medium,uuid:8727aacb-70dc-49a0-a467-480a60c07678/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8727aacb-70dc-49a0-a467-480a60c07678/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Ballworm,,Medium,uuid:bc613a4f-b477-47ea-98b7-51e1e6b4422c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:bc613a4f-b477-47ea-98b7-51e1e6b4422c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Aphids,,Low,uuid:bc613a4f-b477-47ea-98b7-51e1e6b4422c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:bc613a4f-b477-47ea-98b7-51e1e6b4422c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,High,uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:d64c2b96-bfb8-410e-95d1-c50a820bc67e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[2]
Plant_diseases_,,High,uuid:72f7b252-ff9a-461e-bf2d-c07cd669adf0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:72f7b252-ff9a-461e-bf2d-c07cd669adf0/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:fb24a20d-12ba-46df-b329-f1164876fea8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:fb24a20d-12ba-46df-b329-f1164876fea8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:8238cb1a-dc5c-4eba-a66c-37fe7daf6375/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:8238cb1a-dc5c-4eba-a66c-37fe7daf6375/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:e226cb30-f92f-4c04-909e-98ad7a382f0a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:e226cb30-f92f-4c04-909e-98ad7a382f0a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,High,uuid:22c4b622-938e-42f3-8fe9-a214a8e0182e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2],uuid:22c4b622-938e-42f3-8fe9-a214a8e0182e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]/constraints_for_tomato_production_Aug_Sept_2020[1]
Soil_fertility_exhaustion_,,High,uuid:0418f7af-7471-4814-94df-b86dc57aaa57/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:0418f7af-7471-4814-94df-b86dc57aaa57/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[1]
Drought,,Medium,uuid:0418f7af-7471-4814-94df-b86dc57aaa57/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1],uuid:0418f7af-7471-4814-94df-b86dc57aaa57/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]/constraints_for_tomato_production_Aug_Sept_2020[2]
