strategies_was_used_to_control_Striga_Feb_March_2020,specify_the_pesticide_striga,perception_on_the_effectiveness_in_controlling_Striga_Feb_March_2020,PARENT_KEY,KEY
Overweeding_Frequent_Weeding,,Medium,uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Low,uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:269f5244-0539-49d7-8bf5-cb24654149ae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:269f5244-0539-49d7-8bf5-cb24654149ae/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:3aed71f8-615e-4570-9b4d-044205c4ce55/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:3aed71f8-615e-4570-9b4d-044205c4ce55/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Low,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a3ccafb7-a68b-4298-a6fe-d7f31283994b/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Crop_Rotation,,Medium,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Medium,uuid:e3b86724-7776-48fb-929d-8810761461e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e3b86724-7776-48fb-929d-8810761461e6/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:99d4886c-008e-4a38-921e-08eaf8e9173e/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Low,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Low,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,Medium,uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Uprooting_Infested_Plant_And_Bu,,Medium,uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Low,uuid:bfa64993-2626-43ea-9de0-f2ff80e83467/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bfa64993-2626-43ea-9de0-f2ff80e83467/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:bfa64993-2626-43ea-9de0-f2ff80e83467/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:bfa64993-2626-43ea-9de0-f2ff80e83467/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Early_Planting,,High,uuid:070eb28e-6b24-406f-93f0-59693e9ff69c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:070eb28e-6b24-406f-93f0-59693e9ff69c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:070eb28e-6b24-406f-93f0-59693e9ff69c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:070eb28e-6b24-406f-93f0-59693e9ff69c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Not_Applicable,,Low,uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Crop_Rotation,,High,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[3]
Overweeding_Frequent_Weeding,,Medium,uuid:e5e76e2b-659a-4689-98ba-bcd849a20e01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e5e76e2b-659a-4689-98ba-bcd849a20e01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Crop_Rotation,,Medium,uuid:e5e76e2b-659a-4689-98ba-bcd849a20e01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:e5e76e2b-659a-4689-98ba-bcd849a20e01/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Intercropping_With_Legumes,,Medium,uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,Medium,uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Manure_Application,,Medium,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[2]
Intercropping_With_Legumes,,Medium,uuid:a55b28c6-9bbc-41b1-b657-d05c3cd4cb78/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a55b28c6-9bbc-41b1-b657-d05c3cd4cb78/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Medium,uuid:a55b28c6-9bbc-41b1-b657-d05c3cd4cb78/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a55b28c6-9bbc-41b1-b657-d05c3cd4cb78/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[2]
Overweeding_Frequent_Weeding,,High,uuid:fba9859a-2d82-4e50-a132-c51423e92138/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:fba9859a-2d82-4e50-a132-c51423e92138/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:ffb99610-52f8-42d6-ab8d-6aec84278a97/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:ffb99610-52f8-42d6-ab8d-6aec84278a97/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2],uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[2]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3],uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[3]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4],uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[4]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,High,uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
Overweeding_Frequent_Weeding,,Low,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1],uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Long_rain_season/Feb_March_2020[1]/strategies_to_control_Striga_Feb_March_2020[1]
