DIEATRY_DIVERSITY_SCORE-food_category,DIEATRY_DIVERSITY_SCORE-generated_note_name_299,DIEATRY_DIVERSITY_SCORE-generated_note_name_300,DIEATRY_DIVERSITY_SCORE-generated_note_name_301,DIEATRY_DIVERSITY_SCORE-generated_note_name_302,DIEATRY_DIVERSITY_SCORE-generated_note_name_303,DIEATRY_DIVERSITY_SCORE-generated_note_name_304,DIEATRY_DIVERSITY_SCORE-generated_note_name_305,DIEATRY_DIVERSITY_SCORE-generated_note_name_306,DIEATRY_DIVERSITY_SCORE-generated_note_name_307,DIEATRY_DIVERSITY_SCORE-generated_note_name_308,DIEATRY_DIVERSITY_SCORE-generated_note_name_309,DIEATRY_DIVERSITY_SCORE-generated_note_name_310,DIEATRY_DIVERSITY_SCORE-generated_note_name_311,DIEATRY_DIVERSITY_SCORE-generated_note_name_312,DIEATRY_DIVERSITY_SCORE-generated_note_name_313,DIEATRY_DIVERSITY_SCORE-generated_note_name_314,DIEATRY_DIVERSITY_SCORE-generated_note_name_315,DIEATRY_DIVERSITY_SCORE-generated_note_name_316,DIEATRY_DIVERSITY_SCORE-generated_note_name_317,DIEATRY_DIVERSITY_SCORE-generated_note_name_318,DIEATRY_DIVERSITY_SCORE-generated_note_name_319,DIEATRY_DIVERSITY_SCORE-generated_note_name_320,DIEATRY_DIVERSITY_SCORE-child_children_upto_59_months_eat_yeasterday,DIEATRY_DIVERSITY_SCORE-child_children_eat_in_last_7_days,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_yesterday,DIEATRY_DIVERSITY_SCORE-mother_of_child_children_eat_last_7_days,PARENT_KEY,KEY
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7,uuid:a73e6b01-8aa8-4ff5-8c75-b2a7528a25e7/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6,uuid:28b02719-2f65-4dd7-a437-fbc63fe972e6/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382,uuid:9ffc3094-6b94-4312-84ba-87d886d0b382/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:dac10073-eb7a-4da7-9917-fce56cd07462,uuid:dac10073-eb7a-4da7-9917-fce56cd07462/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[4]
OTHER_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[5]
VITAMIN_A_RICH_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[6]
OTHER_FRUITS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[7]
ORGAN_MEAT_IRON_RICH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[8]
FLESH_MEATS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[9]
EGGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[10]
FISH,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[11]
PULSES_BEANS_PEAS_&_LENTILS,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[12]
NUTS_AND_SEEDS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[13]
MILK_AND_MILK,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[14]
OILS_AND_FATS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[15]
RED_PALM_PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[16]
SWEETS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[17]
SUGAR_SWEETENED_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[18]
CONDIMENTS_AND_SEASONINGS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[19]
OTHER_BEVERAGES,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[20]
SAVOURY_AND_FRIED_SNACKS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[21]
MEAL_OUTSIDE_HOME,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286,uuid:ae010d79-e722-4214-ae9c-c2e7fa6da286/SCLAMP_EA_Questionaire/Add_Food_Category[22]
CEREALS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Add_Food_Category[1]
VITAMIN_A_RICH_VEGETABLES_AND_TUBERS,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Add_Food_Category[2]
WHITE_TUBERS_AND_ROOTS,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Add_Food_Category[3]
DARK_GREEN_LEAFY_VEGETABLES,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f,uuid:4e4df2d5-6810-4e39-b9bb-9433acbf668f/SCLAMP_EA_Questionaire/Add_Food_Category[4]
