plot_id_Aug_Sept_2020,plot_location_name_Aug_Sept_2020,main_crop_on_this_plot_Aug_Sept_2020,plot_area_acres_Aug_Sept_2020,plot_tenure_Aug_Sept_2020,plot_tenure_other_Aug_Sept_2020,who_in_the_household_makes_decision__Aug_Sept_2020,how_fertile_is_the_soil_of_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_Aug_Sept_2020,what_is_surrounding_this_plot_other_Aug_Sept_2020,is_intercropping_on_this_plot_Aug_Sept_2020,is_push_pull_technology_on_this_plot_Aug_Sept_2020,is_plot_irrigated_Aug_Sept_2020,has_this_plot_received_fertilizer_Aug_Sept_2020,has_this_plot_received_insecticide_Aug_Sept_2020,has_this_plot_received_herbicide_Aug_Sept_2020,total_production_harvested_dry_Aug_Sept_2020,did_crop_suffer_from_FAW_Aug_Sept_2020,percentage_of_production_lost_due_to_FAW_Aug_Sept_2020,did_crop_suffer_from_Stem-borer_Aug_Sept_2020,percentage_of_production_lost_due_to_Stem-borer_Aug_Sept_2020,did_crop_suffer_from_Striga_Aug_Sept_2020,percentage_of_production_lost_due_to_Striga_Aug_Sept_2020,did_crop_suffer_from_tuta_Absoluta_Aug_Sept_2020,percentage_of_production_lost_due_to_tuta_Absoluta_Aug_Sept_2020,PARENT_KEY,KEY
3,Nakitaka,Tomato,0.5,Rented_shared_in,,Head_,Medium,other,Neighbour's crops,No,,Yes,No,Yes,No,180.0,,,,,,,No,,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Nakitaka ,Maize,0.5,Rented_shared_in,,Head_and_spouse_jointly,Medium,other,Neighbour's crops ,No,No,No,No,Yes,No,150.0,Yes,18.0,Yes,5.0,No,,,,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kanamu,Maize,0.5,Rented_shared_in,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,No,No,75.0,Yes,20.0,Yes,6.0,Yes,18.0,,,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509,uuid:67e229e9-b75d-469d-a9b3-15b1d308d509/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
3,Waka,Maize,0.75,Owned,,Head_,Good,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,10.0,Yes,8.0,Yes,50.0,,,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56,uuid:c96ade61-adfe-4e2e-ac90-404988e70e56/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Bugiri,Maize,1.5,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's crops ,Yes,No,No,No,No,No,400.0,Yes,35.0,Yes,8.0,Yes,50.0,,,uuid:0a194703-9461-4200-a331-a360cf95675a,uuid:0a194703-9461-4200-a331-a360cf95675a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Waka,Tomato,0.125,Owned,,Spouse,Low,Farmeland,,No,,Yes,No,Yes,No,210.0,,,,,,,No,,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kulugudo,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,other,Neighbour's crops ,No,No,No,No,Yes,No,600.0,Yes,30.0,Yes,7.0,Yes,30.0,,,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2,uuid:9f58b5ff-ef44-4cb2-8353-ef281cb7c4b2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Nawantale 2,Maize,1.5,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's crops,No,No,No,No,Yes,No,200.0,Yes,50.0,Yes,3.0,Yes,25.0,,,uuid:ac5da897-299a-4897-997a-036ef7a56b0d,uuid:ac5da897-299a-4897-997a-036ef7a56b0d/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kumutala,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,50.0,Yes,5.0,No,,Yes,9.0,,,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a,uuid:724da5aa-aab0-43da-9502-f95ccb8c415a/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Manga,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,150.0,Yes,4.0,Yes,3.5,Yes,8.5,,,uuid:a0435873-bee0-4581-af28-5b743ac4b426,uuid:a0435873-bee0-4581-af28-5b743ac4b426/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kulushanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,Yes,No,100.0,Yes,3.5,Yes,5.9,Yes,15.0,,,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Kibali,Tomato,0.25,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,No,Yes,No,100.0,,,,,,,Yes,4.0,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4,uuid:6c58a45c-cd63-4bbc-a61a-04e7056a31a4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Waka,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Settlement,,Yes,,Yes,No,Yes,No,45.0,,,,,,,Yes,6.5,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e,uuid:8714a2e5-9f27-4f34-acbb-e940af910a2e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Lugola 1,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,36.0,Yes,9.0,Yes,12.0,Yes,18.0,,,uuid:269f5244-0539-49d7-8bf5-cb24654149ae,uuid:269f5244-0539-49d7-8bf5-cb24654149ae/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Maize A,Maize,1.0,Owned,,Head_,Good,Settlement,,Yes,No,No,No,No,No,270.0,Yes,10.0,Yes,0.5,Yes,17.0,,,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e,uuid:23977ef8-020f-4fe6-b1dd-367790299f6e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Maize A ,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,10.0,No,,Yes,20.0,,,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Maize B ,Maize,1.0,Owned,,Head_,Low,Settlement,,No,No,No,No,Yes,No,400.0,Yes,0.5,No,,Yes,10.0,,,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Nyanya ,Tomato,0.0625,Owned,,Head_,Medium,Settlement,,No,,Yes,No,Yes,No,100.0,,,,,,,Yes,0.2,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252,uuid:67c52bae-54d7-48a0-9dd9-60834ed48252/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Maize B,Maize,0.5,Owned,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,90.0,Yes,15.0,Yes,1.0,Yes,27.0,,,uuid:3aed71f8-615e-4570-9b4d-044205c4ce55,uuid:3aed71f8-615e-4570-9b4d-044205c4ce55/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,No,No,No,No,No,No,300.0,No,,No,,Yes,15.0,,,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Medium,Farmeland,,No,No,No,No,No,No,350.0,No,,No,,Yes,17.0,,,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd,uuid:2938fc1d-d083-4419-8164-220ee2d7dbcd/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Maize B,Maize,0.125,Owned,,Head_,Medium,Settlement,,Yes,No,No,No,No,No,100.0,Yes,0.1,Yes,0.5,Yes,5.0,,,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2,uuid:f20a0cde-6921-4cfc-9190-a09b348e60d2/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Wamanga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,300.0,Yes,20.0,Yes,5.0,Yes,10.0,,,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kuitale,Maize,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,150.0,Yes,10.0,Yes,5.0,Yes,10.0,,,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kibali,Tomato,0.12,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,No,Yes,No,150.0,,,,,,,Yes,10.0,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e,uuid:8ab6100b-ab81-4016-9a01-e69d6a41ec8e/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
3,Lukyaga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,No,No,500.0,Yes,10.0,Yes,2.0,Yes,10.0,,,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c,uuid:91ebebfd-528a-48cd-89f3-c7ce65d7374c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Kasumali,Maize,6.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,3000.0,Yes,20.0,No,,Yes,20.0,,,uuid:090b90ee-6284-44d6-a991-e953ffca4e25,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kapuri nyanya,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,600.0,,,,,,,Yes,2.0,uuid:090b90ee-6284-44d6-a991-e953ffca4e25,uuid:090b90ee-6284-44d6-a991-e953ffca4e25/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Komogo ,Maize,0.5,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,200.0,Yes,15.0,No,,Yes,20.0,,,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785,uuid:91042e5f-acf0-4f72-9d3e-1dc0122c1785/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Gazuzu,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,15.0,Yes,7.0,Yes,15.0,,,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Babi,Maize,1.0,Rented_shared_in,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,400.0,Yes,20.0,Yes,10.0,Yes,20.0,,,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Waka,Tomato,0.5,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,,Yes,Yes,Yes,No,0.0,,,,,,,Yes,10.0,uuid:1c912811-732d-40f9-8c3b-945efe269ef5,uuid:1c912811-732d-40f9-8c3b-945efe269ef5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Wange,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,No,No,No,No,Yes,No,60.0,Yes,11.0,Yes,1.2,Yes,18.0,,,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Second,Tomato,1.0,Owned,,Head_and_spouse_jointly,Good,Farmeland,,No,,Yes,No,Yes,No,700.0,,,,,,,Yes,7.0,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed,uuid:ed16eab9-16f2-4df0-8052-54481ac657ed/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Wamaga,Maize,1.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,100.0,Yes,21.0,Yes,20.0,Yes,30.0,,,uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1,uuid:b3b48ada-36b2-4c1b-a59b-507f9cce56a1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Mamaso,Maize,1.0,Owned,,Spouse,Low,other,Neighbour's crops,Yes,No,No,No,No,No,150.0,Yes,45.0,Yes,5.0,Yes,50.0,,,uuid:bfa64993-2626-43ea-9de0-f2ff80e83467,uuid:bfa64993-2626-43ea-9de0-f2ff80e83467/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kumiqungwa,Tomato,0.25,Owned,,Head_and_spouse_jointly,Medium,other,Neighbour's crops ,No,,Yes,No,No,No,40.0,,,,,,,Yes,15.0,uuid:070eb28e-6b24-406f-93f0-59693e9ff69c,uuid:070eb28e-6b24-406f-93f0-59693e9ff69c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Mumaso,Maize,1.0,Owned,,Head_,Medium,other,Neighbour's crops,Yes,No,No,No,No,No,100.0,Yes,55.0,Yes,4.0,Yes,45.0,,,uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5,uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Wakati,Maize,0.5,Owned,,Spouse,Medium,Farmeland,,No,No,No,No,No,No,50.0,Yes,55.0,Yes,10.0,No,,,,uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5,uuid:0fb487ff-88ea-4e37-a2db-c9462a2c0ae5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Nakabwa ,Tomato,0.25,Owned,,Head_and_spouse_jointly,Good,other,Neighbour's crops ,No,,Yes,No,Yes,No,72.0,,,,,,,No,,uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088,uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Manga,Maize,0.5,Owned,,Spouse,Good,Farmeland,,No,No,No,Yes,Yes,No,8.0,Yes,25.0,Yes,5.0,No,,,,uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088,uuid:8b6c125a-5cd1-455e-b5e4-b8c7bc85f088/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Manga,Maize,0.5,other,Inherited ,Spouse,Good,Farmeland,,Yes,No,No,No,No,No,30.0,Yes,30.0,Yes,6.0,Yes,45.0,,,uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c,uuid:8a2e2b8d-4b7e-4492-b829-7c7167bcae4c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Wansi,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,other,Neighbour's crops ,Yes,No,No,No,No,No,100.0,Yes,20.0,Yes,5.0,No,,,,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Wagulu,Maize,1.0,Owned,,Head_and_spouse_jointly,Good,other,Neighbour's crops ,Yes,No,No,No,No,No,150.0,Yes,20.0,Yes,5.0,Yes,25.0,,,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694,uuid:9a2bb3af-05be-45f2-bf3b-a0ac1f0ed694/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Waka,Tomato,0.0625,Owned,,Spouse,Medium,Settlement,,No,,Yes,No,Yes,No,80.0,,,,,,,No,,uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5,uuid:e54be10e-9363-49d3-9050-7cd4d21b6fe5/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Kigola,Maize,3.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,Yes,No,No,No,Yes,No,700.0,Yes,0.9,No,,Yes,2.3,,,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
5,Kulushanga,Maize,2.0,Owned,,Head_and_spouse_jointly,Medium,Farmeland,,No,No,No,No,Yes,No,300.0,Yes,2.1,Yes,0.9,Yes,4.2,,,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa,uuid:88ce6a0e-ffbc-493c-90d0-38b0983a59fa/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Waka,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Settlement,,Yes,No,No,No,No,No,15.0,Yes,10.0,Yes,12.0,Yes,15.0,,,uuid:40a23965-2f8c-4421-adf0-636a4feadb56,uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kisenyi,Maize,0.25,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,15.0,Yes,8.0,Yes,5.0,Yes,6.3,,,uuid:40a23965-2f8c-4421-adf0-636a4feadb56,uuid:40a23965-2f8c-4421-adf0-636a4feadb56/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Home,Maize,0.25,Owned,,Head_and_spouse_jointly,Low,Settlement,,Yes,No,No,No,No,No,15.0,Yes,8.0,Yes,5.5,Yes,45.0,,,uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4,uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kibali,Maize,0.5,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,No,No,No,45.0,Yes,16.0,Yes,13.0,Yes,9.5,,,uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4,uuid:2f718564-83ec-499c-80ba-ce222d6f7bb4/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Kibali 1,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,Yes,No,No,4.0,No,,Yes,8.0,No,,,,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Kishanga 1,Maize,1.0,Owned,,Head_and_spouse_jointly,Low,Farmeland,,Yes,No,No,Yes,No,No,350.0,Yes,3.0,Yes,5.0,Yes,4.0,,,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
5,Kigwero ,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,No,No,700.0,No,,Yes,1.5,No,,,,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8,uuid:b7e7019d-45f4-4c3f-8a96-4d4440905ba8/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
2,Kibila,Maize,0.5,Rented_shared_in,,Head_,Good,Forest,,Yes,No,No,No,No,No,100.0,Yes,1.6,Yes,0.95,No,,,,uuid:357c98f1-9062-48e8-94ca-f6021bf43a00,uuid:357c98f1-9062-48e8-94ca-f6021bf43a00/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Maize A,Maize,1.0,Borrowed_in,,Head_,Medium,Farmeland,,Yes,No,No,No,Yes,No,350.0,Yes,1.0,Yes,0.5,Yes,12.0,,,uuid:fba9859a-2d82-4e50-a132-c51423e92138,uuid:fba9859a-2d82-4e50-a132-c51423e92138/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Tomatoes,Tomato,0.0625,Owned,,Head_,Good,Settlement,,No,,Yes,No,Yes,No,40.0,,,,,,,Yes,0.4,uuid:fba9859a-2d82-4e50-a132-c51423e92138,uuid:fba9859a-2d82-4e50-a132-c51423e92138/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A,Maize,0.5,Owned,,Head_,Low,Settlement,,Yes,No,No,No,No,No,250.0,Yes,1.0,Yes,0.5,Yes,13.0,,,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Tomatoes,Tomato,0.0625,Owned,,Head_,Medium,Settlement,,No,,Yes,No,No,No,260.0,,,,,,,Yes,0.5,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac,uuid:a462c631-cc91-4c58-90c5-ff0d1b4d3aac/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A ,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,No,No,No,300.0,Yes,4.0,Yes,1.0,Yes,8.0,,,uuid:ffb99610-52f8-42d6-ab8d-6aec84278a97,uuid:ffb99610-52f8-42d6-ab8d-6aec84278a97/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
1,Maize A,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,Yes,Yes,No,200.0,Yes,10.0,Yes,1.0,Yes,15.0,,,uuid:0338b47b-e685-4047-b210-cb2ff000db4c,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,No,No,No,Yes,Yes,No,300.0,Yes,8.0,Yes,1.0,Yes,13.0,,,uuid:0338b47b-e685-4047-b210-cb2ff000db4c,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
4,Nyanya,Tomato,0.5,Owned,,Spouse,Good,Farmeland,,No,,Yes,Yes,Yes,No,40.0,,,,,,,Yes,7.0,uuid:0338b47b-e685-4047-b210-cb2ff000db4c,uuid:0338b47b-e685-4047-b210-cb2ff000db4c/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[3]
1,Maize A,Maize,1.0,Owned,,Head_,Medium,Farmeland,,No,No,No,No,Yes,No,750.0,Yes,0.1,Yes,0.01,Yes,15.0,,,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Tomatoes,Tomato,1.0,Owned,,Head_,Good,Farmeland,,No,,Yes,No,Yes,No,70.0,,,,,,,Yes,0.7,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458,uuid:a94c4186-553f-42da-b7d5-a66cce3b0458/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
2,Maize B,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,450.0,Yes,0.5,Yes,0.1,Yes,7.0,,,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Maize C,Maize,1.0,Rented_shared_in,,Head_,Low,Farmeland,,Yes,No,No,No,No,No,375.0,Yes,5.0,Yes,1.0,Yes,20.0,,,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad,uuid:a0015b82-7837-4c6f-86ba-df11c0e13cad/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A,Maize,0.25,Owned,,Head_,Good,Settlement,,No,No,No,No,Yes,No,240.0,Yes,0.1,No,,No,,,,uuid:c838e643-a3e0-4ef7-8487-33c1497a790f,uuid:c838e643-a3e0-4ef7-8487-33c1497a790f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
2,Tomatoes,Tomato,0.0625,Owned,,Head_,Good,Settlement,,No,,Yes,No,Yes,No,80.0,,,,,,,No,,uuid:c838e643-a3e0-4ef7-8487-33c1497a790f,uuid:c838e643-a3e0-4ef7-8487-33c1497a790f/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
1,Maize A,Maize,1.0,Owned,,Head_,Medium,Farmeland,,Yes,No,No,Yes,Yes,No,1200.0,Yes,0.01,No,,Yes,0.5,,,uuid:c5042384-df41-497d-b113-6061d7c9dce1,uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
3,Nyanya,Tomato,0.5,Owned,,Head_,Good,other,Swamp,No,,No,Yes,Yes,No,390.0,,,,,,,Yes,0.1,uuid:c5042384-df41-497d-b113-6061d7c9dce1,uuid:c5042384-df41-497d-b113-6061d7c9dce1/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
3,Kasoli,Maize,1.25,Owned,,Spouse,Good,Farmeland,,Yes,No,No,Yes,Yes,No,600.0,Yes,1.0,Yes,0.05,Yes,1.7,,,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[1]
4,Duuma,Maize,1.25,Owned,,Spouse,Good,Farmeland,,Yes,No,No,Yes,Yes,No,700.0,Yes,0.1,Yes,0.5,Yes,12.0,,,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9,uuid:7606408a-7fff-4fca-a9da-6a5f16856ea9/SCLAMP_EA_Questionaire/Short_rain_season/Aug_Sept_2020[2]
